dealUniqueId,fromCurrency,toCurrency,dealTimeStamp,dealAmount
DEALID4726,NOK,GTQ,24-Feb-11,1183
DEALID4727,NPR,GYD,25-Feb-11,1183
DEALID4728,NZD,HKD,26-Feb-11,1183
DEALID4729,OMR,HNL,27-Feb-11,1183
DEALID4730,PAB,HRK,28-Feb-11,1183
DEALID4731,PEN,HTG,01-Mar-11,1183
DEALID4732,PGK,HUF,02-Mar-11,1183
DEALID4733,PHP,IDR,03-Mar-11,1183
DEALID4734,PKR,ILS,04-Mar-11,1183
DEALID4735,PLN,INR,05-Mar-11,1183
DEALID4736,PYG,IQD,06-Mar-11,1183
DEALID4737,QAR,IRR,07-Mar-11,1183
DEALID4738,RON,ISK,08-Mar-11,1183
DEALID4739,RSD,JMD,09-Mar-11,1183
DEALID4740,RUB,JOD,10-Mar-11,1183
DEALID4741,RWF,JPY,11-Mar-11,1183
DEALID4742,SAR,KES,12-Mar-11,1183
DEALID4743,SBD,KGS,13-Mar-11,1183
DEALID4744,SCR,KHR,14-Mar-11,1183
DEALID4745,SDG,KMF,15-Mar-11,1183
DEALID4746,SEK,KPW,16-Mar-11,1183
DEALID4747,SGD,KRW,17-Mar-11,1183
DEALID4748,SHP,KWD,18-Mar-11,1183
DEALID4749,SLL,KYD,19-Mar-11,1183
DEALID4750,SOS,KZT,20-Mar-11,1183
DEALID4751,SRD,LAK,21-Mar-11,1183
DEALID4752,SSP,LBP,22-Mar-11,1183
DEALID4753,STD,LKR,23-Mar-11,1183
DEALID4754,SVC,LRD,24-Mar-11,1183
DEALID4755,SYP,LSL,25-Mar-11,1183
DEALID4756,SZL,LYD,26-Mar-11,1183
DEALID4757,THB,MAD,27-Mar-11,1183
DEALID4758,TJS,MDL,28-Mar-11,1183
DEALID4759,TMT,MGA,29-Mar-11,1183
DEALID4760,TND,MKD,30-Mar-11,1183
DEALID4761,TOP,MMK,31-Mar-11,1183
DEALID4762,TRY,MNT,01-Apr-11,1183
DEALID4763,TTD,MOP,02-Apr-11,1183
DEALID4764,TWD,MRO,03-Apr-11,1183
DEALID4765,TZS,MUR,04-Apr-11,1183
DEALID4766,UAH,MVR,05-Apr-11,1183
DEALID4767,UGX,MWK,06-Apr-11,1183
DEALID4768,USD,MXN,07-Apr-11,1183
DEALID4769,USN,MXV,08-Apr-11,1183
DEALID4770,UYI,MYR,09-Apr-11,1183
DEALID4771,UYU,MZN,10-Apr-11,1183
DEALID4772,UZS,NAD,11-Apr-11,1183
DEALID4773,VEF,NGN,12-Apr-11,1183
DEALID4774,VND,NIO,13-Apr-11,1183
DEALID4775,VUV,NOK,14-Apr-11,1183
DEALID4776,WST,NPR,15-Apr-11,1183
DEALID4777,XAF,NZD,16-Apr-11,1183
DEALID4778,XAG,OMR,17-Apr-11,1183
DEALID4779,XAU,PAB,18-Apr-11,1183
DEALID4780,XBA,PEN,19-Apr-11,1183
DEALID4781,XBB,PGK,20-Apr-11,1183
DEALID4782,XBC,PHP,21-Apr-11,1183
DEALID4783,XBD,PKR,22-Apr-11,1183
DEALID4784,XCD,PLN,23-Apr-11,1183
DEALID4785,XDR,PYG,24-Apr-11,1183
DEALID4786,XOF,QAR,25-Apr-11,1183
DEALID4787,XPD,RON,26-Apr-11,1183
DEALID4788,XPF,RSD,27-Apr-11,1183
DEALID4789,XPT,RUB,28-Apr-11,1183
DEALID4790,XSU,RWF,29-Apr-11,1183
DEALID4791,XTS,SAR,30-Apr-11,1183
DEALID4792,XUA,SBD,01-May-11,1183
DEALID4793,XXX,SCR,02-May-11,1183
DEALID4794,YER,SDG,03-May-11,1183
DEALID4795,ZAR,SEK,04-May-11,1183
DEALID4796,ZMW,SGD,05-May-11,1183
DEALID4797,ZWL,SHP,06-May-11,1183
DEALID4798,,SLL,07-May-11,1183
DEALID4799,,SOS,08-May-11,1183
DEALID4800,AED,SRD,09-May-11,1183
DEALID4801,AFN,SSP,10-May-11,1183
DEALID4802,ALL,STD,11-May-11,1183
DEALID4803,AMD,SVC,12-May-11,1183
DEALID4804,ANG,SYP,13-May-11,1183
DEALID4805,AOA,SZL,14-May-11,1183
DEALID4806,ARS,THB,15-May-11,1183
DEALID4807,AUD,TJS,16-May-11,1183
DEALID4808,AWG,TMT,17-May-11,1183
DEALID4809,AZN,TND,18-May-11,1183
DEALID4810,BAM,TOP,19-May-11,1183
DEALID4811,BBD,TRY,20-May-11,1183
DEALID4812,BDT,TTD,21-May-11,1183
DEALID4813,BGN,TWD,22-May-11,1183
DEALID4814,BHD,TZS,23-May-11,1183
DEALID4815,BIF,UAH,24-May-11,1183
DEALID4816,BMD,UGX,25-May-11,1183
DEALID4817,BND,USD,26-May-11,1183
DEALID4818,BOB,USN,27-May-11,1183
DEALID4819,BOV,UYI,28-May-11,1183
DEALID4820,BRL,UYU,29-May-11,1183
DEALID4821,BSD,UZS,30-May-11,1183
DEALID4822,BTN,VEF,31-May-11,1183
DEALID4823,BWP,VND,01-Jun-11,1183
DEALID4824,BYN,VUV,02-Jun-11,1183
DEALID4825,BZD,WST,03-Jun-11,1183
DEALID4826,CAD,XAF,04-Jun-11,1183
DEALID4827,CDF,XAG,05-Jun-11,1183
DEALID4828,CHE,XAU,06-Jun-11,1183
DEALID4829,CHF,XBA,07-Jun-11,1183
DEALID4830,CHW,XBB,08-Jun-11,1183
DEALID4831,CLF,XBC,09-Jun-11,1183
DEALID4832,CLP,XBD,10-Jun-11,1183
DEALID4833,CNY,XCD,11-Jun-11,1183
DEALID4834,COP,XDR,12-Jun-11,1183
DEALID4835,COU,XOF,13-Jun-11,1183
DEALID4836,CRC,XPD,14-Jun-11,1183
DEALID4837,CUC,XPF,15-Jun-11,1183
DEALID4838,CUP,XPT,16-Jun-11,1183
DEALID4839,CVE,XSU,17-Jun-11,1183
DEALID4840,CZK,XTS,18-Jun-11,1183
DEALID4841,DJF,XUA,19-Jun-11,1183
DEALID4842,DKK,XXX,20-Jun-11,1183
DEALID4843,DOP,YER,21-Jun-11,1183
DEALID4844,DZD,ZAR,22-Jun-11,1183
DEALID4845,EGP,ZMW,23-Jun-11,1183
DEALID4846,ERN,ZWL,24-Jun-11,1183
DEALID4847,ETB,,25-Jun-11,1183
DEALID4848,EUR,,26-Jun-11,1183
DEALID4849,FJD,,27-Jun-11,1183
DEALID4850,FKP,,28-Jun-11,1183
DEALID4851,GBP,,29-Jun-11,1183
DEALID4852,GEL,,30-Jun-11,1183
DEALID4853,GHS,,01-Jul-11,1183
DEALID4854,GIP,,02-Jul-11,1183
DEALID4855,GMD,,03-Jul-11,1183
DEALID4856,GNF,,04-Jul-11,1183
DEALID4857,GTQ,,05-Jul-11,sadrter
DEALID4858,GYD,,06-Jul-11,tret
DEALID4859,HKD,,07-Jul-11,rtwwet
DEALID4860,HNL,,08-Jul-11,tyytry
DEALID4861,HRK,,09-Jul-11,
DEALID4862,HTG,,10-Jul-11,rtrte
DEALID4863,HUF,,11-Jul-11,20010
DEALID4864,IDR,,12-Jul-11,20011
DEALID4865,ILS,,13-Jul-11,20012
DEALID4866,INR,,14-Jul-11,20013
DEALID4867,IQD,,15-Jul-11,20014
DEALID4868,IRR,,16-Jul-11,20015
DEALID4869,ISK,,17-Jul-11,20016
DEALID4870,JMD,,18-Jul-11,20017
DEALID4871,JOD,,19-Jul-11,20018
DEALID4872,JPY,,20-Jul-11,20019
DEALID4873,KES,,21-Jul-11,20020
DEALID4874,KGS,,22-Jul-11,20021
DEALID4875,KHR,,23-Jul-11,20022
DEALID4876,KMF,,24-Jul-11,20023
DEALID4877,KPW,,25-Jul-11,20024
DEALID4878,KRW,,26-Jul-11,20025
DEALID4879,KWD,,27-Jul-11,20026
DEALID4880,KYD,,28-Jul-11,20027
DEALID4881,KZT,,29-Jul-11,20028
DEALID4882,LAK,,30-Jul-11,20029
DEALID4883,LBP,,31-Jul-11,20030
DEALID4884,LKR,,01-Aug-11,20031
DEALID4885,LRD,,02-Aug-11,20032
DEALID4886,LSL,,03-Aug-11,20033
DEALID4887,LYD,,04-Aug-11,20034
DEALID4888,MAD,,05-Aug-11,20035
DEALID4889,MDL,,06-Aug-11,20036
DEALID4890,MGA,,07-Aug-11,20037
DEALID4891,MKD,,08-Aug-11,20038
DEALID4892,MMK,,09-Aug-11,20039
DEALID4893,MNT,,10-Aug-11,20040
DEALID4894,MOP,,11-Aug-11,20041
DEALID4895,MRO,,12-Aug-11,20042
DEALID4896,MUR,,13-Aug-11,20043
DEALID4897,MVR,,14-Aug-11,20044
DEALID4898,MWK,,15-Aug-11,20045
DEALID4899,MXN,,16-Aug-11,20046
DEALID4900,MXV,,17-Aug-11,20047
DEALID4901,MYR,,18-Aug-11,20048
DEALID4902,MZN,,19-Aug-11,20049
DEALID4903,NAD,,20-Aug-11,20050
DEALID4904,NGN,,21-Aug-11,20051
DEALID4905,NIO,,22-Aug-11,20052
DEALID4906,NOK,,23-Aug-11,20053
DEALID4907,NPR,,24-Aug-11,20054
DEALID4908,NZD,,25-Aug-11,20055
DEALID4909,OMR,,26-Aug-11,20056
DEALID4910,PAB,,27-Aug-11,20057
DEALID4911,PEN,,28-Aug-11,20058
DEALID4912,PGK,,29-Aug-11,20059
DEALID4913,PHP,,30-Aug-11,20060
DEALID4914,PKR,,31-Aug-11,20061
DEALID4915,PLN,,01-Sep-11,20062
DEALID4916,PYG,,02-Sep-11,20063
DEALID4917,QAR,,03-Sep-11,20064
DEALID4918,RON,,04-Sep-11,20065
DEALID4919,RSD,,05-Sep-11,20066
DEALID4920,RUB,,06-Sep-11,20067
DEALID4921,RWF,,07-Sep-11,20068
DEALID4922,SAR,,15-May-20,20069
DEALID4923,SBD,,01-May-00,20070
DEALID4924,SCR,,06-Sep-11,20010
DEALID4925,SDG,,,20011
DEALID4926,SEK,,06-Sep-11,20012
DEALID4927,SGD,,,20013
DEALID4928,SHP,,12-Sep-11,20014
DEALID4929,SLL,,12-Sep-11,20015
DEALID4930,SOS,,07-Sep-11,20016
DEALID4931,SRD,,08-Sep-11,20017
DEALID4932,SSP,,09-Sep-11,20018
DEALID4933,STD,AED,10-Sep-11,20019
DEALID4934,SVC,AFN,11-Sep-11,20020
DEALID4935,SYP,ALL,12-Sep-11,20021
DEALID4936,SZL,AMD,13-Sep-11,20022
DEALID4937,THB,ANG,14-Sep-11,20023
DEALID4938,TJS,AOA,15-Sep-11,20024
DEALID4939,TMT,ARS,16-Sep-11,20025
DEALID4940,TND,AUD,17-Sep-11,20026
DEALID4941,TOP,AWG,18-Sep-11,20027
DEALID4942,TRY,AZN,19-Sep-11,20028
DEALID4943,TTD,BAM,20-Sep-11,20029
DEALID4944,TWD,BBD,21-Sep-11,20030
DEALID4945,TZS,BDT,22-Sep-11,20031
DEALID4946,UAH,BGN,23-Sep-11,20032
DEALID4947,UGX,BHD,24-Sep-11,20033
DEALID4948,USD,BIF,25-Sep-11,20034
DEALID4949,USN,BMD,26-Sep-11,20035
DEALID4950,UYI,BND,27-Sep-11,20036
DEALID4951,UYU,BOB,28-Sep-11,20037
DEALID4952,UZS,BOV,29-Sep-11,20038
DEALID4953,VEF,BRL,30-Sep-11,20039
DEALID4954,VND,BSD,01-Oct-11,20040
DEALID4955,VUV,BTN,02-Oct-11,20041
DEALID4956,WST,BWP,03-Oct-11,20042
DEALID4957,XAF,BYN,04-Oct-11,20043
DEALID4958,XAG,BZD,05-Oct-11,20044
DEALID4959,XAU,CAD,06-Oct-11,20045
DEALID4960,XBA,CDF,07-Oct-11,20046
DEALID4961,XBB,CHE,08-Oct-11,20047
DEALID4962,XBC,CHF,09-Oct-11,20048
DEALID4963,XBD,CHW,10-Oct-11,20049
DEALID4964,XCD,CLF,11-Oct-11,20050
DEALID4965,XDR,CLP,12-Oct-11,20051
DEALID4966,XOF,CNY,13-Oct-11,20052
DEALID4967,XPD,COP,14-Oct-11,20053
DEALID4968,XPF,COU,15-Oct-11,20054
DEALID4969,XPT,CRC,16-Oct-11,20055
DEALID4970,XSU,CUC,17-Oct-11,20056
DEALID4971,XTS,CUP,18-Oct-11,20057
DEALID4972,XUA,CVE,19-Oct-11,20058
DEALID4973,XXX,CZK,20-Oct-11,20059
DEALID4974,YER,DJF,21-Oct-11,20060
DEALID4975,ZAR,DKK,22-Oct-11,20061
DEALID4976,ZMW,DOP,23-Oct-11,20062
DEALID4977,ZWL,DZD,24-Oct-11,20063
DEALID4978,AED,EGP,25-Oct-11,20064
DEALID4979,AFN,ERN,26-Oct-11,20065
DEALID4980,ALL,ETB,27-Oct-11,20066
DEALID4981,AMD,EUR,28-Oct-11,20067
DEALID4982,ANG,FJD,29-Oct-11,20068
DEALID4983,AOA,FKP,30-Oct-11,20069
DEALID4984,ARS,GBP,31-Oct-11,20070
DEALID4985,AUD,GEL,01-Nov-11,20010
DEALID4986,AWG,GHS,02-Nov-11,20011
DEALID4987,AZN,GIP,03-Nov-11,20012
DEALID4988,BAM,GMD,04-Nov-11,20013
DEALID4989,BBD,GNF,05-Nov-11,20014
DEALID4990,BDT,GTQ,06-Nov-11,20015
DEALID4991,BGN,GYD,07-Nov-11,20016
DEALID4992,BHD,HKD,08-Nov-11,20017
DEALID4993,BIF,HNL,09-Nov-11,20018
DEALID4994,BMD,HRK,10-Nov-11,20019
DEALID4995,BND,HTG,11-Nov-11,20020
DEALID4996,BOB,HUF,12-Nov-11,20021
DEALID4997,BOV,IDR,13-Nov-11,20022
DEALID4998,BRL,ILS,14-Nov-11,20023
DEALID4999,BSD,INR,15-Nov-11,20024
DEALID5000,BTN,IQD,16-Nov-11,20025
DEALID5001,BWP,IRR,17-Nov-11,20026
DEALID5002,BYN,ISK,18-Nov-11,20027
DEALID5003,BZD,JMD,19-Nov-11,20028
DEALID5004,CAD,JOD,20-Nov-11,20029
DEALID5005,CDF,JPY,21-Nov-11,20030
DEALID5006,CHE,KES,22-Nov-11,20031
DEALID5007,CHF,KGS,23-Nov-11,20032
DEALID5008,CHW,KHR,24-Nov-11,20033
DEALID5009,CLF,KMF,25-Nov-11,20034
DEALID5010,CLP,KPW,26-Nov-11,20035
DEALID5011,CNY,KRW,27-Nov-11,20036
DEALID5012,COP,KWD,28-Nov-11,20037
DEALID5013,COU,KYD,29-Nov-11,20038
DEALID5014,CRC,KZT,30-Nov-11,20039
DEALID5015,CUC,LAK,01-Dec-11,20040
DEALID5016,CUP,LBP,02-Dec-11,20041
DEALID5017,CVE,LKR,03-Dec-11,20042
DEALID5018,CZK,LRD,04-Dec-11,20043
DEALID5019,DJF,LSL,05-Dec-11,20044
DEALID5020,DKK,LYD,06-Dec-11,20045
DEALID5021,DOP,MAD,07-Dec-11,20046
DEALID5022,DZD,MDL,08-Dec-11,20047
DEALID5023,EGP,MGA,09-Dec-11,20048
DEALID5024,ERN,MKD,10-Dec-11,20049
DEALID5025,ETB,MMK,11-Dec-11,20050
DEALID5026,EUR,MNT,12-Dec-11,20051
DEALID5027,FJD,MOP,13-Dec-11,20052
DEALID5028,FKP,MRO,14-Dec-11,20053
DEALID5029,GBP,MUR,15-Dec-11,20054
DEALID5030,GEL,MVR,16-Dec-11,20055
DEALID5031,GHS,MWK,17-Dec-11,20056
DEALID5032,GIP,MXN,18-Dec-11,20057
DEALID5033,GMD,MXV,19-Dec-11,20058
DEALID5034,GNF,MYR,20-Dec-11,20059
DEALID5035,GTQ,MZN,21-Dec-11,20060
DEALID5036,GYD,NAD,22-Dec-11,20061
DEALID5037,HKD,NGN,23-Dec-11,20062
DEALID5038,HNL,NIO,24-Dec-11,20063
DEALID5039,HRK,NOK,25-Dec-11,20064
DEALID5040,HTG,NPR,26-Dec-11,20065
DEALID5041,HUF,NZD,27-Dec-11,20066
DEALID5042,IDR,OMR,28-Dec-11,20067
DEALID5043,ILS,PAB,29-Dec-11,20068
DEALID5044,INR,PEN,30-Dec-11,20069
DEALID5045,IQD,PGK,31-Dec-11,20070
DEALID5046,IRR,PHP,01-Jan-12,20010
DEALID5047,ISK,PKR,02-Jan-12,20011
DEALID5048,JMD,PLN,03-Jan-12,20012
DEALID5049,JOD,PYG,04-Jan-12,20013
DEALID5050,JPY,QAR,05-Jan-12,20014
DEALID5051,KES,RON,06-Jan-12,20015
DEALID5052,KGS,RSD,07-Jan-12,20016
DEALID5053,KHR,RUB,08-Jan-12,20017
DEALID5054,KMF,RWF,09-Jan-12,20018
DEALID5055,KPW,SAR,10-Jan-12,20019
DEALID5056,KRW,SBD,11-Jan-12,20020
DEALID5057,KWD,SCR,12-Jan-12,20021
DEALID5058,KYD,SDG,13-Jan-12,20022
DEALID5059,KZT,SEK,14-Jan-12,20023
DEALID5060,LAK,SGD,15-Jan-12,20024
DEALID5061,LBP,SHP,16-Jan-12,20025
DEALID5062,LKR,SLL,17-Jan-12,20026
DEALID5063,LRD,SOS,18-Jan-12,20027
DEALID5064,LSL,SRD,19-Jan-12,20028
DEALID5065,LYD,SSP,20-Jan-12,20029
DEALID5066,MAD,STD,21-Jan-12,20030
DEALID5067,MDL,SVC,22-Jan-12,20031
DEALID5068,MGA,SYP,23-Jan-12,20032
DEALID5069,MKD,SZL,24-Jan-12,20033
DEALID5070,MMK,THB,25-Jan-12,20034
DEALID5071,MNT,TJS,26-Jan-12,20035
DEALID5072,MOP,TMT,27-Jan-12,301
DEALID5073,MRO,TND,28-Jan-12,301
DEALID5074,MUR,TOP,29-Jan-12,301
DEALID5075,MVR,TRY,30-Jan-12,301
DEALID5076,MWK,TTD,31-Jan-12,301
DEALID5077,MXN,TWD,01-Feb-12,301
DEALID5078,MXV,TZS,02-Feb-12,301
DEALID5079,MYR,UAH,03-Feb-12,301
DEALID5080,MZN,UGX,04-Feb-12,301
DEALID5081,NAD,USD,05-Feb-12,301
DEALID5082,NGN,USN,06-Feb-12,301
DEALID5083,NIO,UYI,07-Feb-12,301
DEALID5084,NOK,UYU,08-Feb-12,301
DEALID5085,NPR,UZS,09-Feb-12,301
DEALID5086,NZD,VEF,10-Feb-12,301
DEALID5087,OMR,VND,11-Feb-12,301
DEALID5088,PAB,VUV,12-Feb-12,301
DEALID5089,PEN,WST,13-Feb-12,301
DEALID5090,PGK,XAF,14-Feb-12,301
DEALID5091,PHP,XAG,15-Feb-12,301
DEALID5092,PKR,XAU,16-Feb-12,301
DEALID5093,PLN,XBA,17-Feb-12,301
DEALID5094,PYG,XBB,18-Feb-12,301
DEALID5095,QAR,XBC,19-Feb-12,301
DEALID5096,RON,XBD,20-Feb-12,301
DEALID5097,RSD,XCD,21-Feb-12,301
DEALID5098,RUB,XDR,22-Feb-12,301
DEALID5099,RWF,XOF,23-Feb-12,301
DEALID5100,SAR,XPD,24-Feb-12,301
DEALID5101,SBD,XPF,25-Feb-12,301
DEALID5102,SCR,XPT,26-Feb-12,301
DEALID5103,SDG,XSU,27-Feb-12,301
DEALID5104,SEK,XTS,28-Feb-12,301
DEALID5105,SGD,XUA,29-Feb-12,301
DEALID5106,SHP,XXX,01-Mar-12,301
DEALID5107,SLL,YER,02-Mar-12,301
DEALID5108,SOS,ZAR,03-Mar-12,301
DEALID5109,SRD,ZMW,04-Mar-12,301
DEALID5110,SSP,ZWL,05-Mar-12,301
DEALID5111,STD,,06-Mar-12,301
DEALID5112,SVC,AED,07-Mar-12,301
DEALID5113,SYP,AFN,08-Mar-12,301
DEALID5114,SZL,ALL,09-Mar-12,301
DEALID5115,THB,AMD,10-Mar-12,301
DEALID5116,TJS,ANG,11-Mar-12,301
DEALID5117,TMT,AOA,12-Mar-12,301
DEALID5118,TND,ARS,13-Mar-12,301
DEALID5119,TOP,AUD,14-Mar-12,301
DEALID5120,TRY,AWG,15-Mar-12,301
DEALID5121,TTD,AZN,16-Mar-12,301
DEALID5122,TWD,BAM,17-Mar-12,301
DEALID5123,TZS,BBD,18-Mar-12,301
DEALID5124,UAH,BDT,19-Mar-12,301
DEALID5125,UGX,BGN,20-Mar-12,301
DEALID5126,USD,BHD,21-Mar-12,301
DEALID5127,USN,BIF,22-Mar-12,301
DEALID5128,UYI,BMD,23-Mar-12,301
DEALID5129,UYU,BND,24-Mar-12,301
DEALID5130,UZS,BOB,25-Mar-12,301
DEALID5131,VEF,BOV,26-Mar-12,301
DEALID5132,VND,BRL,27-Mar-12,301
DEALID5133,VUV,BSD,28-Mar-12,301
DEALID5134,WST,BTN,29-Mar-12,301
DEALID5135,XAF,BWP,30-Mar-12,301
DEALID5136,XAG,BYN,31-Mar-12,301
DEALID5137,XAU,BZD,01-Apr-12,301
DEALID5138,XBA,CAD,02-Apr-12,301
DEALID5139,XBB,CDF,03-Apr-12,301
DEALID5140,XBC,CHE,04-Apr-12,301
DEALID5141,XBD,CHF,05-Apr-12,301
DEALID5142,XCD,CHW,06-Apr-12,301
DEALID5143,XDR,CLF,07-Apr-12,301
DEALID5144,XOF,CLP,08-Apr-12,301
DEALID5145,XPD,CNY,09-Apr-12,301
DEALID5146,XPF,COP,10-Apr-12,301
DEALID5147,XPT,COU,11-Apr-12,301
DEALID5148,XSU,CRC,12-Apr-12,301
DEALID5149,XTS,CUC,13-Apr-12,301
DEALID5150,XUA,CUP,14-Apr-12,301
DEALID5151,XXX,CVE,15-Apr-12,301
DEALID5152,YER,CZK,16-Apr-12,301
DEALID5153,ZAR,DJF,17-Apr-12,301
DEALID5154,ZMW,DKK,18-Apr-12,301
DEALID5155,ZWL,DOP,19-Apr-12,301
DEALID5156,,DZD,20-Apr-12,301
DEALID5157,AED,EGP,21-Apr-12,301
DEALID5158,AFN,ERN,22-Apr-12,301
DEALID5159,ALL,ETB,23-Apr-12,301
DEALID5160,AMD,EUR,24-Apr-12,301
DEALID5161,ANG,FJD,25-Apr-12,301
DEALID5162,AOA,FKP,26-Apr-12,301
DEALID5163,ARS,GBP,27-Apr-12,301
DEALID5164,AUD,GEL,28-Apr-12,301
DEALID5165,AWG,GHS,29-Apr-12,301
DEALID5166,AZN,GIP,30-Apr-12,301
DEALID5167,BAM,GMD,01-May-12,301
DEALID5168,BBD,GNF,02-May-12,301
DEALID5169,BDT,GTQ,03-May-12,301
DEALID5170,BGN,GYD,04-May-12,301
DEALID5171,BHD,HKD,05-May-12,301
DEALID5172,BIF,HNL,06-May-12,301
DEALID5173,BMD,HRK,07-May-12,301
DEALID5174,BND,HTG,08-May-12,301
DEALID5175,BOB,HUF,09-May-12,301
DEALID5176,BOV,IDR,10-May-12,301
DEALID5177,BRL,ILS,11-May-12,301
DEALID5178,BSD,INR,12-May-12,301
DEALID5179,BTN,IQD,13-May-12,301
DEALID5180,BWP,IRR,14-May-12,301
DEALID5181,BYN,ISK,15-May-12,301
DEALID5182,BZD,JMD,16-May-12,301
DEALID5183,CAD,JOD,17-May-12,301
DEALID5184,CDF,JPY,18-May-12,301
DEALID5185,CHE,KES,19-May-12,301
DEALID5186,CHF,KGS,20-May-12,301
DEALID5187,CHW,KHR,21-May-12,301
DEALID5188,CLF,KMF,22-May-12,301
DEALID5189,CLP,KPW,23-May-12,301
DEALID5190,CNY,KRW,24-May-12,301
DEALID5191,COP,KWD,25-May-12,301
DEALID5192,COU,KYD,26-May-12,301
DEALID5193,CRC,KZT,27-May-12,301
DEALID5194,CUC,LAK,28-May-12,301
DEALID5195,CUP,LBP,29-May-12,301
DEALID5196,CVE,LKR,30-May-12,301
DEALID5197,CZK,LRD,31-May-12,301
DEALID5198,DJF,LSL,01-Jun-12,301
DEALID5199,DKK,LYD,02-Jun-12,301
DEALID5200,DOP,MAD,03-Jun-12,301
DEALID5201,DZD,MDL,04-Jun-12,301
DEALID5202,EGP,MGA,05-Jun-12,301
DEALID5203,ERN,MKD,06-Jun-12,301
DEALID5204,ETB,MMK,07-Jun-12,301
DEALID5205,EUR,MNT,08-Jun-12,301
DEALID5206,FJD,MOP,09-Jun-12,301
DEALID5207,FKP,MRO,10-Jun-12,301
DEALID5208,GBP,MUR,11-Jun-12,301
DEALID5209,GEL,MVR,12-Jun-12,301
DEALID5210,GHS,MWK,13-Jun-12,301
DEALID5211,GIP,MXN,14-Jun-12,301
DEALID5212,GMD,MXV,15-Jun-12,301
DEALID5213,GNF,MYR,16-Jun-12,301
DEALID5214,GTQ,MZN,17-Jun-12,301
DEALID5215,GYD,NAD,18-Jun-12,301
DEALID5216,HKD,NGN,19-Jun-12,301
DEALID5217,HNL,NIO,20-Jun-12,301
DEALID5218,HRK,NOK,21-Jun-12,301
DEALID5219,HTG,NPR,22-Jun-12,301
DEALID5220,HUF,NZD,23-Jun-12,301
DEALID5221,IDR,OMR,24-Jun-12,301
DEALID5222,ILS,PAB,25-Jun-12,301
DEALID5223,INR,PEN,26-Jun-12,301
DEALID5224,IQD,PGK,27-Jun-12,301
DEALID5225,IRR,PHP,28-Jun-12,301
DEALID5226,ISK,PKR,29-Jun-12,301
DEALID5227,JMD,PLN,30-Jun-12,301
DEALID5228,JOD,PYG,01-Jul-12,301
DEALID5229,JPY,QAR,02-Jul-12,301
DEALID5230,KES,RON,03-Jul-12,301
DEALID5231,KGS,RSD,04-Jul-12,301
DEALID5232,KHR,RUB,05-Jul-12,301
DEALID5233,KMF,RWF,06-Jul-12,301
DEALID5234,KPW,SAR,07-Jul-12,301
DEALID5235,KRW,SBD,08-Jul-12,301
DEALID5236,KWD,SCR,09-Jul-12,301
DEALID5237,KYD,SDG,10-Jul-12,301
DEALID5238,KZT,SEK,11-Jul-12,301
DEALID5239,LAK,SGD,12-Jul-12,301
DEALID5240,LBP,SHP,13-Jul-12,301
DEALID5241,LKR,SLL,14-Jul-12,301
DEALID5242,LRD,SOS,15-Jul-12,301
DEALID5243,LSL,SRD,16-Jul-12,301
DEALID5244,LYD,SSP,17-Jul-12,301
DEALID5245,MAD,STD,18-Jul-12,301
DEALID5246,MDL,SVC,19-Jul-12,301
DEALID5247,MGA,SYP,20-Jul-12,301
DEALID5248,MKD,SZL,21-Jul-12,301
DEALID5249,MMK,THB,22-Jul-12,301
DEALID5250,MNT,TJS,23-Jul-12,301
DEALID5251,MOP,TMT,24-Jul-12,301
DEALID5252,MRO,TND,25-Jul-12,301
DEALID5253,MUR,TOP,26-Jul-12,301
DEALID5254,MVR,TRY,27-Jul-12,301
DEALID5255,MWK,TTD,28-Jul-12,301
DEALID5256,MXN,TWD,29-Jul-12,301
DEALID5257,MXV,TZS,30-Jul-12,301
DEALID5258,MYR,UAH,31-Jul-12,301
DEALID5259,MZN,UGX,01-Aug-12,301
DEALID5260,NAD,USD,02-Aug-12,301
DEALID5261,NGN,USN,03-Aug-12,301
DEALID5262,NIO,UYI,04-Aug-12,301
DEALID5263,NOK,UYU,05-Aug-12,301
DEALID5264,NPR,UZS,06-Aug-12,301
DEALID5265,NZD,VEF,07-Aug-12,301
DEALID5266,OMR,VND,08-Aug-12,301
DEALID5267,PAB,VUV,09-Aug-12,301
DEALID5268,PEN,WST,10-Aug-12,301
DEALID5269,PGK,XAF,11-Aug-12,301
DEALID5270,PHP,XAG,12-Aug-12,301
DEALID5271,PKR,XAU,13-Aug-12,301
DEALID5272,PLN,XBA,14-Aug-12,301
DEALID5273,PYG,XBB,15-Aug-12,301
DEALID5274,QAR,XBC,16-Aug-12,301
DEALID5275,RON,XBD,17-Aug-12,301
DEALID5276,RSD,XCD,18-Aug-12,301
DEALID5277,RUB,XDR,19-Aug-12,301
DEALID5278,RWF,XOF,20-Aug-12,301
DEALID5279,SAR,XPD,21-Aug-12,301
DEALID5280,SBD,XPF,22-Aug-12,301
DEALID5281,SCR,XPT,23-Aug-12,301
DEALID5282,SDG,XSU,24-Aug-12,301
DEALID5283,SEK,XTS,25-Aug-12,301
DEALID5284,SGD,XUA,26-Aug-12,301
DEALID5285,SHP,XXX,27-Aug-12,301
DEALID5286,SLL,YER,28-Aug-12,301
DEALID5287,SOS,ZAR,29-Aug-12,301
DEALID5288,SRD,ZMW,30-Aug-12,301
